author,title,review,original_title,original_review,stars,iso,version,date,deleted,has_response,product,product_id,product_name,vendor_id,store,weight,id,tags,predicted_langs
bertmister,Lost Services,"Fioptics put service into our area a while back. One of the decisions to stay with TWC was our ability to program our DVR remotely on our phones. When you don’t make it home in time to catch the show you want to watch or you forget to record it before you leave it is a HUGE plus to be able to get on the app and record. 
At the time I was with Verizon and have switched to Spectrum. It still doesn’t work.  One step forward two steps back. I hope Spectrum can fix this.",Lost Services,"Fioptics put service into our area a while back. One of the decisions to stay with TWC was our ability to program our DVR remotely on our phones. When you don’t make it home in time to catch the show you want to watch or you forget to record it before you leave it is a HUGE plus to be able to get on the app and record. 
At the time I was with Verizon and have switched to Spectrum. It still doesn’t work.  One step forward two steps back. I hope Spectrum can fix this.",3.00,US,11.10,2023-06-12T19:13:29,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838LlX_0_bk2MPV5IWXTlEjNdw,app_performance,en
meke111,Spectrum App,"I love the convenience of making a payment, looking at our usage in our phones, get notifications for internet outages as well!!",Spectrum App,"I love the convenience of making a payment, looking at our usage in our phones, get notifications for internet outages as well!!",4.00,US,11.10,2023-06-12T12:57:40,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838LaaIiy-yyg1IxgI3JzAf-PQ,gameplay,en
XYZKeith,Consistent Outages,"I moved to a new home in O’Fallon Missouri, and start at my spectrum services here. Since moving in there are daily outages. I work from home and have to use my hotspot more than 50% of the time daily. Two technicians have been out, and one change the modem. This morning I get out to find that there is an outage in my area again! please fix this problem. I would expect my bill should be less than it is, as I have had less service, but I am paying the full price.",Consistent Outages,"I moved to a new home in O’Fallon Missouri, and start at my spectrum services here. Since moving in there are daily outages. I work from home and have to use my hotspot more than 50% of the time daily. Two technicians have been out, and one change the modem. This morning I get out to find that there is an outage in my area again! please fix this problem. I would expect my bill should be less than it is, as I have had less service, but I am paying the full price.",2.00,US,11.10,2023-06-12T11:55:10,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838LyHqgsDTNTV_8apWUtBDPuQ,"pricing;app_performance",en
MatthewCoronaNEW,Matthew Corona,Hi I wanna be famous . ..,Matthew Corona,Hi I wanna be famous . ..,5.00,US,11.10,2023-06-12T07:03:37,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838L4GeA78tMMkg2Lz0M7eS8Ew,gameplay,"en;cy;lb;sw"
体验反馈0611,评价,非常棒的体验,评价,非常棒的体验,5.00,US,11.10,2023-06-12T03:04:19,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838L5379Wre4zi_yrTQUj-WPrQ,,zh
Yucky Man,"Best Ever,TWC","TWC has served me for the last 7 Years. I’ll be with them for the next decade! Great service and better programming as well!
Dennis Ludlow
Wake Forest NC
They are the BEST Ever!!","Best Ever,TWC","TWC has served me for the last 7 Years. I’ll be with them for the next decade! Great service and better programming as well!
Dennis Ludlow
Wake Forest NC
They are the BEST Ever!!",5.00,US,11.10,2023-06-11T18:38:52,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838L6MP3aR1OktJ-7cV5b9pCtg,"pricing;gameplay",en
Mr. Street sweeper,app freezes,with apple’s latest update,app freezes,with apple’s latest update,3.00,US,11.10,2023-06-11T17:37:41,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838LWKyjOglEMPZW5QAKqBGtQg,app_performance,en
123rdb,Thirsty,These fools are thirsty and I don’t want their service anymore. I should’ve probably went with another Internet service provider but I’m not sure bout that because these ol money hungry clowns like when TWC was around it didn’t go no where Spectrum is the camouflage. They need to do something different like: GET LOST!!! I hope a class action lawsuit will be filed against them.,Thirsty,These fools are thirsty and I don’t want their service anymore. I should’ve probably went with another Internet service provider but I’m not sure bout that because these ol money hungry clowns like when TWC was around it didn’t go no where Spectrum is the camouflage. They need to do something different like: GET LOST!!! I hope a class action lawsuit will be filed against them.,1.00,US,11.10,2023-06-11T14:42:39,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838L5QX7rK0UmtZECDpsobwxKQ,pricing,en
Gabriela80,Very pleasant UX,A am enjoying all the updates!,Very pleasant UX,A am enjoying all the updates!,5.00,US,11.10,2023-06-11T11:55:17,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838Ln9REhN1hA5TfHc_ZvzkVng,gameplay,en
mylove202k,I,Very good,I,Very good,5.00,US,11.10,2023-06-11T08:19:13,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838LyMhhH4v8gx74wDiVIMLI3g,,"af;en;lb"
Paulsr55,Wont work,"Stop working after last update
 Got it to work after  hard restart of phone",Wont work,"Stop working after last update
 Got it to work after  hard restart of phone",5.00,US,11.10,2023-06-11T00:19:13,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838LjncJCdoQH-hVMOpkzf7qUw,app_performance,"en;af;nl;nn"
Loveladu4,Representative,Awesome Customer service she answered all my questions very polite & very informative. Thank you Ma”am,Representative,Awesome Customer service she answered all my questions very polite & very informative. Thank you Ma”am,5.00,US,11.10,2023-06-10T23:41:16,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838L24JyGhq-OolwJ_zdtpvc5g,gameplay,"en;it;ca;fr"
Looking4myangel,Awesome service and connection.👍,Spectrum agents were very helpful.,Awesome service and connection.👍,Spectrum agents were very helpful.,5.00,US,11.10,2023-06-10T21:22:38,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838LCUTZWbEcyX0Oo1M7AeHZTg,"pricing;gameplay",en
LawyerMeaz,Great BUT…,My box is always out and needs to be reset every time I use it 😏,Great BUT…,My box is always out and needs to be reset every time I use it 😏,3.00,US,11.10,2023-06-10T15:16:15,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838LcKDUF6dh9spE0Es9NkW0xQ,gameplay,en
micchhoo,Excelente,La app es muy Eficaz,Excelente,La app es muy Eficaz,5.00,US,11.10,2023-06-10T14:51:41,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838LEFEwKe54h4iCNRfpXiQYlg,,"es;it;ca;fr;oc"
Mostafa2727,Spectrum internet/tv,Worst service all around. Don’t waste your time!,Spectrum internet/tv,Worst service all around. Don’t waste your time!,1.00,US,11.10,2023-06-10T14:41:37,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838LYcylvKfq8qZRZWWxH20IVw,"pricing;gameplay;app_performance",en
Five Star Fan!!,Internet,Switched from Xfinity and it has worked out well so far 👍🏻.,Internet,Switched from Xfinity and it has worked out well so far 👍🏻.,5.00,US,11.10,2023-06-10T09:36:56,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838LzbS0aQRRbtgJ-i6TrFrjNg,other,en
Smarttass,Spectrum needs a upgrade,I don’t know anyone who hasn’t had a problem with Spectrum. Why can’t I see my internet service on the app?? I see my mobile service!! I’m paperless too. I know I cancelled my tv lineup but I found out I’m being charged again!! The app is just as bad as live customer service.,Spectrum needs a upgrade,I don’t know anyone who hasn’t had a problem with Spectrum. Why can’t I see my internet service on the app?? I see my mobile service!! I’m paperless too. I know I cancelled my tv lineup but I found out I’m being charged again!! The app is just as bad as live customer service.,1.00,US,11.10,2023-06-10T04:30:59,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838LUcswVaspaeRR3I_XEya5aQ,"pricing;app_performance",en
Algae Mayer,Job to get back in touch,We have a few minutes,Job to get back in touch,We have a few minutes,4.00,US,11.10,2023-06-10T03:23:08,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838LUMsSkN1AbwWlnP1HPMUhLQ,pricing,en
🔰123,"Mindful Consideration, Vision","Spectrum 
Extended thanks for always providing us amazing reliable service & support @ realistic rates. Thank Goodness for your consideration of others making sure everyone has the ability to access their lives and world events equally. Thanks again Spectrum for the unparalleled service","Mindful Consideration, Vision","Spectrum 
Extended thanks for always providing us amazing reliable service & support @ realistic rates. Thank Goodness for your consideration of others making sure everyone has the ability to access their lives and world events equally. Thanks again Spectrum for the unparalleled service",5.00,US,11.10,2023-06-10T02:38:56,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838LytN5L-WRANcqFqJs4-KZlw,"pricing;app_performance",en
