,id,dev response date,dev response,review date,userName,review,rating,isEdited,review title
10,,,,2023-07-06 23:33:50,God's servant 43,Spectrum is a great home internet provider! I have only one complaint and that is once a week for the month I’ve had service with them I have to unplug and restart my modem and router and wait about 10 minutes for everything to load up and get back to working in proper fashion. Other than that I have no issues and the people I’ve talked to on customer service a couple of times have been super friendly and knowledgeable and able to answer all my inquiries to satisfaction. I only wish I wasn’t locked into cricket on my phone plan for 6 months bcz spectrums bundle of home internet and phone service is way more affordable than my phone plan with one company and internet thru another.,4,False,My experience with Spectrum
11,,,,2023-01-05 04:38:41,Precise23,"First off I was on the phone line with a agent for over 2hrs. I was trying to disconnect my spectrum tv services. I explained to her I have no need for the service and was paying to much. She negotiated with me for over 1hr and did her best to convince me. At the end everything sounded great. I agreed to her lies. She told me to wait 24 to 48hrs to see the adjustment, she told me everything would stay the same. The only thing that would change would be the price. When I finally looked at the updated statement, I noticed that she added us a landline that we never approved or agreed to. She also added us to a program that she never told us about after that came to find out that we were going to pay more than what she had told us. At the end I called back, spoke to a supervisor. He tried making the adjustments and wasn’t able to. I’ve been a loyal customer for over 8yrs. It’s sad to say goodbye.",1,False,Worse customer service
12,,,,2023-08-02 02:16:21,Patty Wade,The 1st month with Spectrum internet was great. It worked perfect.  My grandson could finally play games with his besties that live in a different state.  There was a mixup with mine and my neighbors address.   Spectrum deleted  my account at the wrong address and started me with a new account  at my correct address.  I don’t know what happened but now we get internet  maybe half the time. It’s very frustrating when the page won’t load and says I’m not online. I’ve called several times and I’m told everything is working like it should and my phone does show 3 bars. We have AT&T  and I thought maybe they were having a problem  but then I realized my grandson’s game doesn’t use AT&T. The game has to go through the internet. So I’m paying for something that only connects 1/2 the time. Unfortunately we are rural so we really don’t have many other choices for internet. I was so hopeful!,1,False,So disappointed!
13,35555535.0,2023-03-23T19:57:57Z,I am sorry to hear you are having a poor experience. We can certainly forward this feedback. Thank you for taking the time to share this with us. ^DC,2023-03-22 13:22:12,Koyuk,"It shows my Internet is down and when I click ‘more details’ zero additional data of value.  Their support is garbage.   I don’t blame the agents but their exec management. Had multi day outages and zero detail they could provide.  No updates over time just complete and utter silence.  Clearly they don’t have a grasp on Service Management. Back to the app - click any of the buttons and it leads to a phone number.  Want to upgrade service - call, want to add service - call.   Why show me an option which is of zero use.  I mean there isn’t much folks need to do in an app tied to the service other than update or change plans so why not make it available I. App.   Honestly have zero interest talking to an agent.  The internet service itself isn’t horrible but their inability to provide reasonable updates on outages which are of increasing frequency is pushing us to look elsewhere.",1,False,Basically worthless app
14,,,,2023-03-08 20:00:02,Insekta1701,"A family member suggested I join Spectrum  mobile last year when I needed to close the AT&T account I shared with grandmother, after her death. Deciding not to stay with AT&T, or go to T-Mobile like I was planning to do is the worst decision I’ve made where mobile service is concerned. I live NEAR DOWNTOWN ORLANDO, and not out in the middle of the woods, but with the way my service is always slow, always throttled, you’d think I do. I ABSOLUTELY REGRET HAVING SPECTRUM MOBILE, and as soon as I can pay off in full the iPhone that they regularly turn into an brick for me, I am going to T-Mobile where their plans are actually GENEROUS for the money that you pay them. Signing up with Spectrum Mobile has been a terrible experience for me all around, and once I leave I’ll never come back, nor will I ever recommend the ‘service’ to anyone I know, because it’s THAT BAD.",1,False,Spectrum mobile service is the abysmal.
15,,,,2023-01-29 01:56:17,Renard k,I had trouble getting some technical support help from the company to companies at one time so some confusion between how I can get some connectivity between my tablet and iPhone because I cannot share the same phone number. It was a little hard for me to find any real use with the phone that I already had cause I don’t have any interlinking from the company to the phone seeing how the other beneficiaries of the income that they’re receiving from me by paying a monthly plan and I cannot unlock my phone I did not give me a working telephone number for my tablet so that I can make phone calls plainly because I’m just a customer I could be with the initials in my name it could be anything but they wouldn’t do anything for me and that’s just that there’s nothing to me,2,False,Apple tablet iPhone 14
16,37891017.0,2023-07-25T12:37:04Z,"We're sorry that you're having issues with your service and we would like to help. Please contact us on Facebook (https://bit.ly/3CSjgcE), Twitter (https://bit.ly/2Qqgzrg) or visit our customer Community (https://bit.ly/3AcD9cO) so we can help provide you with a solution. ^RJR",2023-07-24 05:08:53,snapchat is S.P.E.D,"I have been using spectrum for about a year or two now, and I’ve never been impressed with how terrible the service is. The app is next to useless, meaning it’s impossible to use. Everything glitches and at least once a week I am having major issues just using the Wi-Fi. Haven’t messed with the router or the modem, they stay in the same spot. Yet somehow even after going untouched there’s always something wrong with it. I pay $95 a month for possibly the worse internet service possible. Spectrum needs to up their game cause this is not the move what do ever. 1 more wifi shot off away from losing a customer. Fix your app and fix your service. The only reason I’m even giving spectrum a star is purely because I I can’t right the review without doing so. Half of a star is more than generous. That is all.",1,False,Terrible.
17,,,,2023-03-28 06:33:11,Usda151,"I recently lost my original debit card that I had on file with all my apps on my phone even my doctors offices. Well, I got a new debit card and had to go through the agonizing task of updating and heavy app. Going to the spectrum app and try to find a way how to put the new car and has been a little tedious. I’m looking on the account page. Nothing that’s why I usually find it and every other app or underneath personal account information. Your app has it when you go to pay the bill not as a generic area that has all your info Stewart, including payment. Which is common with every app. I find yours to be a bit frustrating. Overall that’s the only gripe I have about your app",3,False,Changing payment method
18,,,,2023-02-21 03:52:18,GODOMESS,"I take pride in knowing that I can control my password and give my password out to just anybody who I choose of whom I choose when I choose for money and I can’t do anything about it if I change the password for any reason for lack of payment, due to the fact that they have little to no respect for me, or they do regardless of the situation, it is in spite of knowing that they have the power to say that they don’t care right and that they do I know for certain I will get mine in the end just like the Lord God and then images in the name of the Lord Jesus Christ",5,False,Spectrum services Wi-Fi help
19,,,,2023-04-20 16:18:43,Mcgarity54,"I got to say after having AT&T for eight years and using the same phone for the last three years with AT&T. And then transferring to Spectrum and all the hype I got from the salesman about their cell service and Internet. After a month, and only having I am highly disappointed in their in their Internet access through phone. It’s almost like having when you can cook a three course meal by the time you website loaded Back in the day over the Internet. And then I have Spectrum tell me it’s my phone when I had no issues with AT&T just to get me to buy a new phone which is totally over priced!",4,False,Cellular service
20,,,,2023-01-07 06:08:29,Tvosges,"The app always seems be having issues! Can’t watch tv on my iPhone, either I’ll get the sound and no picture or it will work for a few seconds and then freeze with the sound still playing, OR I’ll open the app and nothing will happen. 
Not only am I having issues on my phone, the app on my tv gives problems too. I have a TV with a built-in Roku in my bedroom, and when I watch the spectrum app, it will do the same thing by freezing where I would have to log out of the app and log back in to try to get it to work. It’s very frustrating and I wish that they would fix the issues. I was looking at all the reviews of a few years old, but still having the same issue. All other streaming work great on my phone and tv. Please, please fix this issue.",1,False,So many issues!
21,,,,2023-03-17 22:45:38,Manchester1974,"Even though Spectrum is cheaper than Directv, it is also not as good. Directv has much more to offer, especially when it comes to their recording box. They also have much better sports programing.
However, being a satellite company, whenever the weather is bad, you can count on Directv to go out!
I guess you get what you pay for, but it would be nice if Spectrum would change their recording boxes so that you could record more shows at one time. They also need to do a better job of making sure our outside wiring is up to date. We have been dealing with wire connections fir a long time.",4,False,Buckeyelarry
22,37771368.0,2023-07-19T12:04:37Z,"We apologize for the poor experience and would like to look into this issue further. Please contact us on Facebook (facebook.com/spectrum), Twitter (https://twitter.com/Ask_Spectrum) or visit our customer Community (https://community.spectrum.net) so we can collect some additional information from you and about your experience. ^RJR",2023-07-18 02:30:42,JDB from maine,Lie to me once and you’re out. Setup Spectrum after we discussed in EXACT detail the arrangement I wanted to accommodate my second home being there sometimes and away other times. Chose lying corrupt Spectrum because they happily deceived me into signing up only to later tell me the temporary service suspensions didn’t work the way I was lied to. Again nothing was unclear at all - I made sure to give specific details and they deliberately lied to me. I am done for life and will leave this review in a few places. Such short sighted corrupt jerks. You should be thoroughly ashamed. Disgusting. You never think about the long term consequences or lifetime value of a customer before lying to them like this? All calls are recorded for quality control. Can all calls be sent to the FTC so they can evaluate your dishonesty?,1,False,Lying corrupt company
23,36791620.0,2023-05-29T10:32:32Z,"We are sorry to hear you’re having issues with the My Spectrum app. Please contact us by private message to provide additional feedback on Facebook (m.me/Spectrum), Twitter (https://twitter.com/ask_spectrum) or on our Community forum https://community.spectrum.net/discussion/169249/troubleshooting-issues-with-the-my-spectrum-app ^RJR",2023-05-27 16:45:28,Mojo2nyte,"The company is a whole other can of worms. I just opened the app to pay my bills and it told me to update it. I’m sitting here waiting for 10 minutes so far and it is still spinning. My WiFi is also from spectrum and it seems like this is a regular issue for them. I even upgraded my WiFi last month but it no different than it was before. So if it’s not the app that is causing the problem then it is probably the WiFi. I don’t care what it is, I just want it to work! I have not had much luck with customer service in the past so I’m hesitant to bother with them again. This is my nice voice. Lol you should see me when I don’t edit.",3,False,I’m just reviewing the app
24,,,,2023-05-26 17:59:25,Cryssie1,"I relocated to Midwest area, I chose Spectrum for home internet services..and then was persuaded to also try the cell mobile plan. I was swayed by the awesome customer service I always receive when I call..the reps are so friendly, pleasant ,& knowledgeable about every issue…they work with urgency to help, fix, or explain any hick-up..and I truly truly appreciate the Customer Service from every department!  I never hang up frustrated as it can sometimes be when you call about a situation & can’t understand the rep..anyway— I’m happy so far~~KUDOS to y’all! 💛",5,False,Customer Service
25,35216153.0,2023-03-06T03:17:05Z,"We are sorry to hear you’re having issues. Please contact us by private message on Facebook (m.me/Spectrum) or on Twitter (https://twitter.com/ask_spectrum). To provide additional feedback on our Community, please visit https://community.spectrum.net/discussion/169249/troubleshooting-issues-with-the-my-spectrum-app ^DC",2023-03-05 01:00:41,nana212521,"Let me tell you , if you are one day late in paying your bill your phone gets blown up by them but let your service go out for a 1/2 a day it’s I’m sorry for the inconvenience. I’m suppose to have the high speed internet but it keeps going out. It’s off and on. I can’t even watch a 30 minute program without it going out at lease 3 times. Yes I have called and complain but it does no good. Yes I’m looking another company. Let me tell you they need to keep in mind that there internet goes out a lot and the need to give customers longer in paying there bill without blowing up there phone. I’m very disappointed in this company",3,False,Always a problem
26,,,,2023-04-25 16:44:18,Just Froggie,"I keep trying to add my bank card, pay my bill and set up auto pay in the app and am unable because the app keeps sending a different cvv number than what I input, leading to my bank declining the transaction. Tried customer support through the app and they were the opposite of helpful. I’m so sick of canned responses from a “human”. If I had wanted canned responses, I’d have stayed with the chatbot and not asked for an agent (presumably, a human and not AI). Used the website, input the same numbers and it worked. So, the app is broken. Plus, it’s not very helpful or useful unless you just want  a quick peak at your bill. If you want to find what number a channel is without turning on your TV, it’s easier to just google it",1,False,Unable to pay bill because app sends wrong card info
27,,,,2023-06-09 16:56:42,Alice83,"Spectrum, née TWC, is an awful company that actively spends the money we pay them to lobby for consumer and internet hostile policies. Their antipathy towards their customers is evident across this app. There is no working copy/paste or autofill for entering payment details (so you’ll need to hand type all your credit card information) and the lack of Apple Pay and other payment options shows how little they care. The “Spectrum WiFi” profile installation process is broken as well (tested on both iPhone and iPad). The only things working fully seem to be the self service support features (which reduces Spectrum’s phone support costs). In summary, this app is focused on saving Spectrum’s time/money, not yours.",2,False,A shoddy app from a horrible ISP
28,,,,2023-06-01 00:24:24,gjsexehwbvwgsv,"Somehow in the last couple months.  I have been going through 30 gigs of data and have no clue what has changed as far as why I’m using so much data but they have begun throttling down the speeds and cellular survices once I go past 30 gigs which is their “unlimited plus” plan this is the same thing all the other company’s have done in the past which led to me going to spectrum. This wasn’t the case with spectrum before and it shouldn’t be now. to me an unlimited plan should truly be unlimited no matter what you’re charging for it if I sign up for an unlimited plan, I should get unlimited anything and everything that is included in that plan. I suggest Spectrum fix this, or they’re going to start losing business.",1,False,Been having problems with service
29,,,,2023-04-03 14:30:33,wishdhrjrbsjsja,"I’ve been using this app for a while and it has been easy to navigate when paying my bill. However, I am not sure what has transpired recently, but the app is simply not working. Each time I open the app, it’s loading for an extended amount of time without actually opening up for me to access my account.

I’ve been trying to make a payment on the app for an entire week now with no success. I’ve had to call customer service to make a payment. I’ve uninstalled the app 6 times already and the issue remains. I really wish this can be rectified soon as it is quite the hassle having to call the automated system to process my payment. Thanks!",2,False,App is not working
30,34136286.0,2023-01-06T19:31:55Z,We're thrilled the app is meeting your expectations. Thanks so much for the excellent rating and for being a Spectrum customer! ^,2023-01-05 13:27:01,Old/new timer☺️👌,Well let's see🥹👀 I use to run to the SpectrumStore every month and I was tired and sometimes hot🔥 from racing around town. And one day something happened and I was left with no choice but to use the spectrum app and Guess what? It worked out and was convenient. I probably would be still running here and there every month. Sometimes the old way is unbearable unless. I needed to try this app I can pay my bill from home. Thanks Spectrum for having this app for an old timer 😀☺️👀🕒🕒💬like me 😆 lol,5,False,More Easier
31,37272918.0,2023-06-22T13:42:39Z,"Thanks for taking the time to share your experience with us. Sorry to hear that your internet is not working correctly. For direct support, please reach out to us on Twitter (https://twitter.com/Ask_Spectrum) or on Facebook (m.me/Spectrum) or visit our community located at https://community.spectrum.net/discussions ^JF     ",2023-06-20 23:52:14,Missy8077,"Your new WiFi boosting is not working properly for me or my area. I have all my devices set up for my home WiFi but Spectrum keeps disconnecting my home WiFi to connect me to a hot spot from Spectrum mobile. My WiFi and streaming continues to go on and off by itself. When it does this my home WiFi gets kicked off of all my streaming devices. Therefore making my streaming devices slow, or buffering, or looping. I then have to re-connect with my home WiFi back to all my streaming devices that are registered on my home WiFi network. This is a Spectrum Mobile problem as well as Spectrum Internet connectivity. I can’t talk to a live representative so I have no other choice but to leave this feedback here. Please fix accordingly. Thank you",1,False,Help
32,37980516.0,2023-07-30T14:30:53Z,"Thanks for taking the time to share your experience with us. For direct support, please reach out to us on Twitter (https://twitter.com/Ask_Spectrum) or on Facebook (m.me/Spectrum) or visit our community located at https://community.spectrum.net/discussions ^JF ",2023-07-28 19:34:32,102Aspen,"I was cool paying $50 for internet with AT&T, walking in Walmart Spectrum employee stop me asking how much I pay for internet, told him $50/mth. Guy told me he can get me internet for $4.99 a month.. so I was interested, but I had just got AT&T. The guy said first bill would be $20 sum odd dollars, and then $4.99 a month, and everyone is eligible. So I called the number I was given and that representative said they should stop lying to customer to get them to go with Spectrum. She said you would have to be in a welfare program.. I’m ok with not paying 4.99 a month, but when I first bill came it was $65 dollars.. told the guy I would be ok if my bill just not over the $50 I was paying with AT&T. So far my first bill was $65. Very unprofessional to lie to a customer.",1,False,Lying Rep
33,34889554.0,2023-02-15T16:42:37Z,"Thanks for taking the time to share your experience with us! We’re glad to hear that we are providing a quality experience for you. ^STS
",2023-02-13 18:41:58,HappyWithSpectrum,"Called Spectrum this morning as our internet was intermittent or just down almost everyday.  Within 3 hours, Steven, the technician sent here replaced our very old modem/router unit and installed two separate ones.  Called Spectrum again, and Jim walked me through the process for changing my network name and password - and like magic, all 16 of my devices connected within seconds.  I did not have to do each individually, which was a hugeee surprise.  Thank you for amazing people and amazing service!",5,False,Amazing service!
34,35040591.0,2023-02-23T19:52:29Z,"Thanks for taking the time to share your experience with us! We’re glad to hear that we are providing a quality experience for you. ^STS
",2023-02-22 14:30:37,Leslie ',"The Spectrum App is extremely User Friendly.  I love the layout and view.  It is easy to read and follow.  A very practical approach which makes it simple and easy to use.  I have been with Spectrum Mobile and Internet Service for about 1-Month and it has been an overall pleasant experience!  From the installation, to the customer service, the pricing and quality of the technology/service!  It has been a pleasant surprise and just a blessing at this time!",5,False,Simple and Easy to Use
35,,,,2023-05-11 14:25:14,CbowFlex,"I’ve been waiting years for the day to finally arrive to where we, the fine people of Jellico would finally be able to get an internet speed faster than 200 mbps. Spectrum has delivered Gigabyte internet to my hometown. I can now play my Xbox Series X, run all of my devices & my new Samsung Smart TV with no interference what-so-ever! Amazing speeds as well as amazing prices. The MySpectrum App simplifies everything into one place for a total, user friendly interface, all in one spot. Good job Spectrum. I’m proud of you.",5,False,"SPECTRUM SAVES JELLICO, TN!"
36,34155474.0,2023-01-08T20:25:33Z,"Thank you for sharing the experience you had. We would like to make sure this rep is recognized. Please contact us on Facebook (facebook.com/spectrum), Twitter (https://twitter.com/Ask_Spectrum) or visit our customer Community (https://community.spectrum.net).
",2023-01-06 21:28:37,Lorbyn,"Tommy Nyugen ? was the name of the agent at the spectrum Southridge  mall was my very first experience dealing with spectrum. He was phenomenal, friendly, very knowledgeable, helpful and took time  to explain things.  5 stars to him 👍on the phone activation part was frustrating when I typed in my phone number the electronics kept hanging up and disconnecting me. Then once I spoke with a agent someone else’s name was attached to my phone number account. Did resolve the problem, hook up went well ….. all is good now.",5,False,Spectrum review
37,35413534.0,2023-03-16T03:38:06Z,"Thanks for the feedback. If you should ever need direct support, want to ask a question or want provide additional feedback, please visit https://community.spectrum.net/discussion/169249/troubleshooting-issues-with-the-my-spectrum-app ",2023-03-14 17:30:28,GeorgiasFinest89,"The app is great, my only issue is spectrum is the fact that they can change their prices of things without letting me know, and also they never told me until today that I really didn't even need a dang cable box! I've been paying almost $11 extra a month for something I didn't even need! I've had spectrum for a little over three years with the cable box, so I've been paying an extra $132 a year for 3 years. I could have saved $396 had I known I didn't need the cable box. The app is great though:):)",3,False,I don't like how prices just go up unannounced
38,35580727.0,2023-03-25T11:41:04Z,Thanks for taking the time to share your experience with us!  We’re glad to hear that we are providing a quality experience for you. Your excellent review made our day! ^RJR,2023-03-24 04:35:49,whispernick,"Thank you and god bless you 
And I love my services 
For troubleshooting my devices 
Especially my wi-Fi router
 and hotspot router as well 
That’s why I am asking 
thank you very much 
For your help 
I think I figure it out 
Myself 
And thank you again 
And i will recommend you guys 
For my family and friends 
Always and always 
I just love your business 
Especially for Spectrum 
I really really really 
really love you guys 
And I really mean it 
Because I love you guys 
So much 
And I wish 
I could work for you 
At Spectrum 
That would be great 
Thank again 
And God bless you again 
And I have the best 
company ever 
I gave you a 10 
In the ratings 
I am giving you 
A 10 
Because you are
 the greatest ever 
And I really mean it 
Because I love you guys 
That much 
Thanks again 
Love your friends 
John and Nick 
The customers 
Of yours",5,False,Spectrum
39,,,,2023-04-10 16:59:33,fork lift man,"I am new at making payments online or using a app on my phone. I found all the different services are different some or more difficult to navigate than others but the best one I have ever use so far is the spectrum phone app it’s laid out well it navigate itself and left me feeling assured that the payment was made and I did it correctly much better than any other one I have used so far 
thank you",5,False,Best phone apps
40,,,,2023-06-09 17:59:46,Hokie fan,"I have purchased and tried 4 different routers in the past month. They worked for a little while, but then did not. Spoke with each of the router company’s customer support and never could get them to work consistently. I called Spectrum today and decided to try their router. I picked the equipment in their store, came home installed it, called Spectrum to connect it . . . Voila, it works perfectly and all my direct wired computers are screaming fast. That you Spectrum!",5,False,Router
41,,,,2023-02-19 17:23:28,TonyaDru,"Cause I swear my bill was only $88 , my smalllest bill so I made it last that I pay it! It’s only 1 month, I have 34 calls from spectrum ( I work & can’t answer & I definitely ain’t calling back, my time is precious) they say a friendly reminder! That’s past a friendly reminder, it’s so annoying how many call i get & im not past 1 month, maybe late but no even 2 months past , I mean man come on, I’m about to switch just on the fact YALL BLOW MY PHONE UP behind $88 dollars!! I’m not exaggerating how many times either, that’s 2 weeks late and 34 calls!! Omg PLEASE STOP THIS.. or I’ll leave this is my 2nd notice, if it continues, hello direct tv",2,False,ARE YALL BROKE AT SPECTRUM?
42,,,,2023-01-10 21:19:26,ShaylaaChaviss,After being with AT&T for almost 5 years I finally made the switch to Spectrum! Being home all day I like to stream my favorite shows while my 8 year old watches her favorite movies also while my husband plays his video games. With everything streaming on the same WIFI we have no issues with connection and everyone is able to enjoy at once. Best decision I've ever made switching to Spectrum!!!!,5,False,Best service so far
