author,title,review,original_title,original_review,stars,iso,version,date,deleted,has_response,product,product_id,product_name,vendor_id,store,weight,id,tags,predicted_langs
Raekwonsenju,All around service,Highly recommend you go to spectrum and using their spectrum app it makes payment so much easier for high quality Internet. Thank you.,All around service,Highly recommend you go to spectrum and using their spectrum app it makes payment so much easier for high quality Internet. Thank you.,5.00,US,11.10,2023-06-04T03:35:17,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838LpiRgf3fTpyZowWexsb5mGw,"pricing;gameplay",en
se7en never,Never let you log in,wrose expresses ever,Never let you log in,wrose expresses ever,1.00,US,11.10,2023-06-04T01:29:52,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838LwfeoK7FpUjc62SdMwL0Ktw,,"en;fr;br"
TallReviews,Payment Methods,"Unable to save payment methods, unable to update existing credit card and clunky interface.",Payment Methods,"Unable to save payment methods, unable to update existing credit card and clunky interface.",2.00,US,11.10,2023-06-03T23:13:37,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838LylND9GCL23x837uaYRnWsg,app_performance,"en;fr;la"
The Young’s,New modem and router,Nathan was great.  As soon as I told him my new devices were not listed on my online account he knew exactly what to do.  He had me give him some numbers off the back of both of them and was able to update my account.  Excellent service!,New modem and router,Nathan was great.  As soon as I told him my new devices were not listed on my online account he knew exactly what to do.  He had me give him some numbers off the back of both of them and was able to update my account.  Excellent service!,5.00,US,11.10,2023-06-03T22:48:08,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838L7ZPWm3Cx2PG3vnzXWsOAEQ,"pricing;gameplay;app_performance",en
Angie88:(,Not satisfied,"Super dissatisfied with this service. Often times, the internet doesn’t even work. On top of that, I was provided with a modem/router that is on “lock-down” so I’m unable to view or manipulate my settings as needed. 
However, in an effort to double check the “outage” isn’t due to faulty wiring in the wall outlet, I went from room to room to double check…so imagine my surprise when I learned that NO OTHER ROOMS had a working outlet!! 😡 That’s just  slack work & bad business.  All while the prices are going up and up. I have attempted to reach out to rectify these issues and would appreciate and call back. Thanks in advance.",Not satisfied,"Super dissatisfied with this service. Often times, the internet doesn’t even work. On top of that, I was provided with a modem/router that is on “lock-down” so I’m unable to view or manipulate my settings as needed. 
However, in an effort to double check the “outage” isn’t due to faulty wiring in the wall outlet, I went from room to room to double check…so imagine my surprise when I learned that NO OTHER ROOMS had a working outlet!! 😡 That’s just  slack work & bad business.  All while the prices are going up and up. I have attempted to reach out to rectify these issues and would appreciate and call back. Thanks in advance.",1.00,US,11.10,2023-06-03T21:21:46,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838LfYj-dqAt8DCmEj1kiudtxg,app_performance,en
Jairo0472,Spectrum Internet,Great Service !!!,Spectrum Internet,Great Service !!!,5.00,US,11.10,2023-06-03T21:06:26,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838La3nauDKcIuW_Rd_mGA7lQg,,"la;en;ro"
snookie1,Don’t trust spectrum,Constant internet outages.,Don’t trust spectrum,Constant internet outages.,1.00,US,11.10,2023-06-03T17:50:14,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838LmNCEW-u3T6PYgM23tSb2XQ,,"la;en;fr;ca;ro"
WilliemaeDuncan,Spectrum internet,But internet I used out do the rest good customer service good quality connection,Spectrum internet,But internet I used out do the rest good customer service good quality connection,5.00,US,11.10,2023-06-03T17:13:59,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838L-6Mz5e-kfoIpVPlSrmjIUg,"pricing;gameplay;app_performance","en;la;fr"
Sloveland,I'm gonna get rid of spectrum soon if this issue never gets resolved.,"I'm so beyond tired of getting told I have an outage. It happens to me 1-2 times a week for HOURS at a time, and with my work I need my computer and wifi.",I'm gonna get rid of spectrum soon if this issue never gets resolved.,"I'm so beyond tired of getting told I have an outage. It happens to me 1-2 times a week for HOURS at a time, and with my work I need my computer and wifi.",1.00,US,11.10,2023-06-03T02:36:34,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838LgXzjpQ6Uyp7Gtyu00kIRaA,app_performance,en
Bernie7267,Spectrum app,Love the spectrum app.so much easier to pay my internet n mobile bill.,Spectrum app,Love the spectrum app.so much easier to pay my internet n mobile bill.,5.00,US,11.10,2023-06-03T01:09:21,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838L8xcHCwliiK5DijOEG_H8uw,"pricing;gameplay","en;la"
Stu de Scotchman,"Crooked, overpriced and greedy cable option",I'm very unhappy with pricing and integrity of this company. I'm glad there's others coming up along that will compete effectively with Spectrum.,"Crooked, overpriced and greedy cable option",I'm very unhappy with pricing and integrity of this company. I'm glad there's others coming up along that will compete effectively with Spectrum.,1.00,US,11.10,2023-06-02T23:15:27,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838L3c1MEFR4wiJsKxCh040xRw,pricing,en
JamieLynn79,Askins review,Great service!,Askins review,Great service!,5.00,US,11.10,2023-06-02T22:31:59,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838LwvybdRl714LSj3qqQqHo_Q,,"en;af"
foddyK,Amazing,Better than boing,Amazing,Better than boing,5.00,US,11.10,2023-06-02T22:17:59,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838LIOa2k_KkoK5alUWLihvb7g,,"en;no;da;nl;nn"
new customer in Shelbyvilke,Rating,Buffs entirely to much day and night mostly during night! It will completely knock me off of Wi-Fi. Tower power is never above 3 bars! Very unsatisfied!!😔,Rating,Buffs entirely to much day and night mostly during night! It will completely knock me off of Wi-Fi. Tower power is never above 3 bars! Very unsatisfied!!😔,1.00,US,11.10,2023-06-02T22:14:39,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838LbXNzz24e8VxqHK0-LVQ2Sw,"pricing;gameplay",en
Book&MusicLover14,App doesn’t work and don’t even try calling customer support.,"Tried calling customer support about a billing issue with my account. The person on the phone said they couldn’t help me and I had to go through the website/app. The app won’t load my billing and the website states that they have my credit card information and will bill it in a few days, but I keep getting calls and texts stating my bill is past due. Do better spectrum, do better.",App doesn’t work and don’t even try calling customer support.,"Tried calling customer support about a billing issue with my account. The person on the phone said they couldn’t help me and I had to go through the website/app. The app won’t load my billing and the website states that they have my credit card information and will bill it in a few days, but I keep getting calls and texts stating my bill is past due. Do better spectrum, do better.",1.00,US,11.10,2023-06-02T21:53:31,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838LQf9_mMwHME1o5Ci5KiGfLg,"pricing;app_performance",en
ckrollage,Poor quality,It broke one day,Poor quality,It broke one day,1.00,US,11.10,2023-06-02T20:55:04,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838LsKUNpMH9EdnoGBWiCB67QA,gameplay,en
When4gotton,Great everything!,"I am so happy with Spectrum the phone the wifi and television.
I wish I got it sooner, best customer service as well.",Great everything!,"I am so happy with Spectrum the phone the wifi and television.
I wish I got it sooner, best customer service as well.",5.00,US,11.10,2023-06-02T16:46:19,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838L3u9IssxKSp_3jnJu0Vdfcw,app_performance,en
Mejdnsosmsk,Loads so slowly,There are serious latency issues which makes simple transactions a serious pain.,Loads so slowly,There are serious latency issues which makes simple transactions a serious pain.,1.00,US,11.10,2023-06-02T15:26:36,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838Ldt5u2LgXEnHXuduJNd9OhQ,app_performance,en
kelly drury,On updated app.,I’ve been about two days on updating this app on my phone. And it still hasn’t updated yet. The others updated within seconds. Don’t know what going on. Too slow on updating.,On updated app.,I’ve been about two days on updating this app on my phone. And it still hasn’t updated yet. The others updated within seconds. Don’t know what going on. Too slow on updating.,5.00,US,11.10,2023-06-02T14:08:18,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838LlPzykXYQHFdKkTB7m-t5GA,"pricing;app_performance",en
Goodlooking1,Issues,Have been trying for a few days to download the updated app. It will not allow me to download. Please help,Issues,Have been trying for a few days to download the updated app. It will not allow me to download. Please help,1.00,US,11.10,2023-06-02T11:51:32,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838LcmCPnRbJ9hz3tsNLUnh63Q,app_performance,en
MelThePlumber,Content,I don’t have many problems.,Content,I don’t have many problems.,4.00,US,11.10,2023-06-02T09:27:17,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838LhJymy6sXcDZSMJnJsdcKoQ,app_performance,"ca;en;da;fr;an"
ebd1125,Spectrum.,Great quality service and employees!  Ty,Spectrum.,Great quality service and employees!  Ty,5.00,US,11.10,2023-06-02T08:03:57,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838Luj6NZQ5cuBkaEC9xKf1ZHw,gameplay,"en;la;ca;fr"
650 baby,Spectrum,"Once you get the app, it’s pretty easy hook up your bank. It’s all good.",Spectrum,"Once you get the app, it’s pretty easy hook up your bank. It’s all good.",5.00,US,11.10,2023-06-02T02:09:56,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838LJLXcsicy77bO8zedeaqObw,"gameplay;app_performance",en
My conversations,Anita help,I had a bad experience last week and was very upset. My chat with Desiree was very good but not with the girl and I can’t remember her name but she lied to me about the tablet. Today I spoke with LaKesha and that was also a great and very helpful conversation I appreciate people like her and Desiree.,Anita help,I had a bad experience last week and was very upset. My chat with Desiree was very good but not with the girl and I can’t remember her name but she lied to me about the tablet. Today I spoke with LaKesha and that was also a great and very helpful conversation I appreciate people like her and Desiree.,5.00,US,11.10,2023-06-01T19:34:56,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838LNd3Lpau3_BOAx2_5zhsUPw,gameplay,en
bdfan22229,Zero stars,"The app hasn’t worked in properly in months. It crashes every time I try to view or pay my bill. Heck, even the payment due date is wrong. We’re in June and my payment due date reflects January 1st. Do better Spectrum!",Zero stars,"The app hasn’t worked in properly in months. It crashes every time I try to view or pay my bill. Heck, even the payment due date is wrong. We’re in June and my payment due date reflects January 1st. Do better Spectrum!",1.00,US,11.10,2023-06-01T17:37:52,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838LdSClKRhTjIxuvVxP_C5hsA,"pricing;app_performance",en
Hectorarturo,No good,This thing doesn’t reach my rooms and they want me to add devices so there stuff works. The best service for a streaming home!!!! A joke!!! Not a happy dude. False advertising,No good,This thing doesn’t reach my rooms and they want me to add devices so there stuff works. The best service for a streaming home!!!! A joke!!! Not a happy dude. False advertising,1.00,US,11.10,2023-06-01T16:38:01,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838Lxlskdq3ABrn0bgmy8m81Qw,"pricing;gameplay",en
Detroit rocks!!,My experience,This is the fastest payment center ever thank you so much this help me out big time I don’t have to worry about getting up and dressed and walk out my front door to make a drive and I can do this from my phone smart move thank you !,My experience,This is the fastest payment center ever thank you so much this help me out big time I don’t have to worry about getting up and dressed and walk out my front door to make a drive and I can do this from my phone smart move thank you !,5.00,US,11.10,2023-06-01T14:37:14,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838L8iWnDU51ZbSfeFON5jQb1g,"pricing;gameplay",en
Jeff Shell,Review,Great App!!!!,Review,Great App!!!!,5.00,US,11.10,2023-06-01T12:42:59,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838LIUmUn88GpPvPY2Uvzt8lmw,,en
Blove hill jack,Way to go guys!!!,"I’m a new customer, so far I’m very pleased with my service. Once I got a handle on my payment due dates I have no complaints and I would recommend this service to everybody. Good job Spectrum, I have a feeling like I’ll be a customer forever.",Way to go guys!!!,"I’m a new customer, so far I’m very pleased with my service. Once I got a handle on my payment due dates I have no complaints and I would recommend this service to everybody. Good job Spectrum, I have a feeling like I’ll be a customer forever.",5.00,US,11.10,2023-06-01T09:42:17,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838L3j7uStsd-CL_lnsbcnepMQ,pricing,en
austin45deleon,Good app,Does everything I need,Good app,Does everything I need,5.00,US,11.10,2023-06-01T02:55:39,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838LA_gDF9y4VMZrJwOj0Pow7A,other,"en;af;nl;no"
robot235,Account is messed up,"I log in to my account on the app and I can’t seem to access my Wi-Fi password and username, billing info, and managing my services in my Wi-Fi. I need some help with this. I contacted customer service they just reset my password idk why. But they weren’t getting the idea of what is happening to my account. I can’t access anything",Account is messed up,"I log in to my account on the app and I can’t seem to access my Wi-Fi password and username, billing info, and managing my services in my Wi-Fi. I need some help with this. I contacted customer service they just reset my password idk why. But they weren’t getting the idea of what is happening to my account. I can’t access anything",1.00,US,11.10,2023-06-01T01:23:03,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838Lj94sNOC-kJh0OvBlj_-Vzg,"pricing;app_performance",en
gjsexehwbvwgsv,Been having problems with service,"Somehow in the last couple months.  I have been going through 30 gigs of data and have no clue what has changed as far as why I’m using so much data but they have begun throttling down the speeds and cellular survices once I go past 30 gigs which is their “unlimited plus” plan this is the same thing all the other company’s have done in the past which led to me going to spectrum. This wasn’t the case with spectrum before and it shouldn’t be now. to me an unlimited plan should truly be unlimited no matter what you’re charging for it if I sign up for an unlimited plan, I should get unlimited anything and everything that is included in that plan. I suggest Spectrum fix this, or they’re going to start losing business.",Been having problems with service,"Somehow in the last couple months.  I have been going through 30 gigs of data and have no clue what has changed as far as why I’m using so much data but they have begun throttling down the speeds and cellular survices once I go past 30 gigs which is their “unlimited plus” plan this is the same thing all the other company’s have done in the past which led to me going to spectrum. This wasn’t the case with spectrum before and it shouldn’t be now. to me an unlimited plan should truly be unlimited no matter what you’re charging for it if I sign up for an unlimited plan, I should get unlimited anything and everything that is included in that plan. I suggest Spectrum fix this, or they’re going to start losing business.",1.00,US,11.10,2023-06-01T00:24:24,False,False,40423315838,40423315838,"My Spectrum",942608209,apple,2,40423315838LAzbah4VwnlVmYq6h2oychA,"pricing;gameplay;app_performance",en
