author,title,review,original_title,original_review,stars,iso,version,date,deleted,has_response,product,product_id,product_name,vendor_id,store,weight,id,predicted_langs,tags
Troubleshooterusa,Awesome tools helpful,Amazing,Awesome tools helpful,Amazing,5.0,US,11.14,2023-07-31T06:39:22,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838LSte8bn1Gyy8JwHxK47fw-w,en;af;nl;sw;an,
Sampler’s,Spectrum Outage,We have had WIFI for well over 24hrs and it’s starting to get frustrating…😡,Spectrum Outage,We have had WIFI for well over 24hrs and it’s starting to get frustrating…😡,1.0,US,11.14,2023-07-31T06:02:37,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838LOpqHJ44cTyIzpgmZxEVw9A,en;da;nn,
Leland House,Love it,I love this app super easy and convenient,Love it,I love this app super easy and convenient,5.0,US,11.14,2023-07-30T19:53:29,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838L_oODbKMTKRIC_YsL-iF4Jw,en;la;fr,
Buffalowings702,Horrible company!,"I am a long time Spectrum customer who switched from DirecTV when their bills became outrageous. Spectrum is now worse, if that’s even possible! There is NO competition and these companies have no interest in keeping long time customers happy. They only care about new ones.",Horrible company!,"I am a long time Spectrum customer who switched from DirecTV when their bills became outrageous. Spectrum is now worse, if that’s even possible! There is NO competition and these companies have no interest in keeping long time customers happy. They only care about new ones.",1.0,US,11.14,2023-07-30T17:09:41,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838LHUd1a8x603Y4Zsvl0V0c5g,en,
Tha best hands down..,Grateful for the savings,"In these times where everything is getting expensive and folks are finding it hard to do the things they could pre Covid . I am grateful for spectrum for giving us some savings and relief to still enjoy our lives and relax in our home and enjoy our shows and movies 
   Thank you for the opportunity to help us save a few coins",Grateful for the savings,"In these times where everything is getting expensive and folks are finding it hard to do the things they could pre Covid . I am grateful for spectrum for giving us some savings and relief to still enjoy our lives and relax in our home and enjoy our shows and movies 
   Thank you for the opportunity to help us save a few coins",5.0,US,11.14,2023-07-30T14:07:41,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838L4wTMclQ_sr5aOEO47VX9Yw,en,
"John Klopp- Greensboro, NC",Enjoy the quick service of the account updating,"I really enjoy when I pay my bill that the funds are withdrawn quickly, my account is updated quickly and I have the receipt in my email within seconds.
This is a great service that Duke Energy has implemented.",Enjoy the quick service of the account updating,"I really enjoy when I pay my bill that the funds are withdrawn quickly, my account is updated quickly and I have the receipt in my email within seconds.
This is a great service that Duke Energy has implemented.",5.0,US,11.14,2023-07-30T14:00:52,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838LBAYGav33jrT6YNnqBArToQ,en,
firemark,Worst ever new system setup,"I have owned SimpliSafe systems for many years and many properties.  I recently bought another property and ordered a new system.   This was the most frustrating installation setup process I’ve ever encountered.   
The last system I bought a little over two years ago was quite easy, plug in the base, turn on the keypad and the system and keypad walked you through the setup step by step for each device.
NOT NOW!  The ONLY way to set up your system is through their App.  Try to use the Keypad to add devices and it tells you to use hr App. What’s worse, the process is poorly designed and very slow to respond.  I started with entry sensors which normally are very uncomplicated devices.  You’re told to click to type of device in the App then press the small button on the device.  Of course you first have to get it out of the tiny box, unwrap it from the plastic, peel off the backing for the adhesive tape and mount it all before you touch that button.   Guess what happens when you accidentally touch the button multiple times during all this?   It starts adding the same sensor multiple times!  Somehow it also decides to make up device serial numbers that don’t correspond with anything you have.  Worse, there is no going Back in the App.  No navigation to the prior step.  Your only way to fix this is go to keypad, hit the Menu button, enter your master code then delete the erroneous or unnamed devices.   Remember I mentioned starting with Entry Sensors?  I had to stop and get the keypad activated before continuing just to fix this mess.
Of course this happened multiple times while unpacking and mounting the sensors.
On top of that, once I setup a Motion Sensor, mounted it and named it, the App shows it as “Unknown “ device in the Livingroom.
Guess where the only way to fix that exists?
No not the Keypad, Not the App on your phone, The regular Web Browser for SimpliSafe!  
What should have been a 30 minutes install process for 6 entry sensors and a motion sensor took over two hours.
Finally, when you get to the Monitoring service setup, your ONLY option is their highest priced level in a 30 day trial.  You can’t make any changes or selections even though you’re a current customer with multiple systems paying for monitoring!
Try calling Customer Service for technical support?  Stuck on hold over 15 minutes  with no indication anyone is actually working support on a Saturday afternoon.",Worst ever new system setup,"I have owned SimpliSafe systems for many years and many properties.  I recently bought another property and ordered a new system.   This was the most frustrating installation setup process I’ve ever encountered.   
The last system I bought a little over two years ago was quite easy, plug in the base, turn on the keypad and the system and keypad walked you through the setup step by step for each device.
NOT NOW!  The ONLY way to set up your system is through their App.  Try to use the Keypad to add devices and it tells you to use hr App. What’s worse, the process is poorly designed and very slow to respond.  I started with entry sensors which normally are very uncomplicated devices.  You’re told to click to type of device in the App then press the small button on the device.  Of course you first have to get it out of the tiny box, unwrap it from the plastic, peel off the backing for the adhesive tape and mount it all before you touch that button.   Guess what happens when you accidentally touch the button multiple times during all this?   It starts adding the same sensor multiple times!  Somehow it also decides to make up device serial numbers that don’t correspond with anything you have.  Worse, there is no going Back in the App.  No navigation to the prior step.  Your only way to fix this is go to keypad, hit the Menu button, enter your master code then delete the erroneous or unnamed devices.   Remember I mentioned starting with Entry Sensors?  I had to stop and get the keypad activated before continuing just to fix this mess.
Of course this happened multiple times while unpacking and mounting the sensors.
On top of that, once I setup a Motion Sensor, mounted it and named it, the App shows it as “Unknown “ device in the Livingroom.
Guess where the only way to fix that exists?
No not the Keypad, Not the App on your phone, The regular Web Browser for SimpliSafe!  
What should have been a 30 minutes install process for 6 entry sensors and a motion sensor took over two hours.
Finally, when you get to the Monitoring service setup, your ONLY option is their highest priced level in a 30 day trial.  You can’t make any changes or selections even though you’re a current customer with multiple systems paying for monitoring!
Try calling Customer Service for technical support?  Stuck on hold over 15 minutes  with no indication anyone is actually working support on a Saturday afternoon.",2.0,US,11.14,2023-07-30T05:16:33,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838L5TNOyTDJ8uSqup3zwcF4Kg,en,
Yolkywarrior,Not helpful,The app is basically worthless. Some of the nice things in it. I will say is that I can pay my bill from the app. Everything else is pretty much garbage,Not helpful,The app is basically worthless. Some of the nice things in it. I will say is that I can pay my bill from the app. Everything else is pretty much garbage,2.0,US,11.14,2023-07-30T04:33:45,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838LpjLgoIvBRyIiNyjfbyQ1Hw,en,
Mendezg24,Lo máximo,Muy buena su aplicación y el servicio excelente se recomienda 100%,Lo máximo,Muy buena su aplicación y el servicio excelente se recomienda 100%,5.0,US,11.14,2023-07-29T23:43:21,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838LvE7VAqZ0yOENKc4fAsGnjg,es;gl,
Ahbcla,Idioma,No se puede cambiar a español,Idioma,No se puede cambiar a español,3.0,HN,,2023-07-29T21:15:44,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838LCxOFLEe2BBY_e4orfS6P4g,es,
Natural livity,Billing,Very good easy to find your statement and make payment.,Billing,Very good easy to find your statement and make payment.,5.0,US,11.14,2023-07-29T21:00:48,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838LLWDl-5GnXuZhnfYOGmoRmw,en;af;da;nl;nn,
Knothead1983,Awesome,Curtis came in and took care of everything! Told him what I’d like to happen and he had no problem running a new line and installing it. Gonna make my wife happy and daughters happy! Thank you,Awesome,Curtis came in and took care of everything! Told him what I’d like to happen and he had no problem running a new line and installing it. Gonna make my wife happy and daughters happy! Thank you,5.0,US,11.14,2023-07-29T19:02:44,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838LcgvBbe1GKF1j57_7ghEeMA,en;af;nl,
Marrouken,My Spectrum App,"The Billing tab remains blank, signed in to my account, even after deleting & reinstalling the app. The Chat With Us bubble works but the rest remains completely blank in the Billing tab. I have to go to the url website to make my payments.",My Spectrum App,"The Billing tab remains blank, signed in to my account, even after deleting & reinstalling the app. The Chat With Us bubble works but the rest remains completely blank in the Billing tab. I have to go to the url website to make my payments.",2.0,US,11.14,2023-07-29T18:16:23,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838LIqci8LttQecCAnAZGSSUxw,en,
just a girl trying to rise!,Billing section never loads,"This app is totally dysfunctional for its purposes. Never loads, can’t see any of my billing information.",Billing section never loads,"This app is totally dysfunctional for its purposes. Never loads, can’t see any of my billing information.",1.0,US,11.14,2023-07-29T18:07:47,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838LQJdlEJ0muqu-cUZHAsnrcA,en,
igorhvac,The worst mobile coverage,"I switched from Verizon and literally there is no coverage 99% of the time in Los Angeles
Spectrum
Works only from Wi-Fi so if you have unlimited date it means you will
Not have any coverage",The worst mobile coverage,"I switched from Verizon and literally there is no coverage 99% of the time in Los Angeles
Spectrum
Works only from Wi-Fi so if you have unlimited date it means you will
Not have any coverage",1.0,US,11.14,2023-07-29T18:05:07,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838LNVKsEiMzaId-Dm8iXfcZrQ,en,
Miss E Phillips,Awesome experience,I have had the best experience with Spectrum! Hands down from ordering with Rob to my technician James everything has been top notched!,Awesome experience,I have had the best experience with Spectrum! Hands down from ordering with Rob to my technician James everything has been top notched!,5.0,US,11.14,2023-07-29T14:05:14,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838LSOU24d8iKcy9hKVQy__5qw,en,
AZErnie,3 year customer,Service has only never been cut off even after being late on payment they are very flexible and understanding. Only lost service once in very bad weather.,3 year customer,Service has only never been cut off even after being late on payment they are very flexible and understanding. Only lost service once in very bad weather.,5.0,US,11.14,2023-07-29T13:34:51,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838LQavaxIWzCsaKTslE27-cJQ,en,
Punkin 2016,Easy,Easy to use,Easy,Easy to use,5.0,US,11.14,2023-07-28T21:02:33,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838L_s83_-HDBzUD47pfp5aNUg,en;ceb;war;fi,
santycongas,Hola,Gracias por el servicio,Hola,Gracias por el servicio,5.0,US,11.14,2023-07-28T20:00:58,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838LtVoKR77RZigiwc2jQZ_FKQ,es;gl;an;ca;oc,
102Aspen,Lying Rep,"I was cool paying $50 for internet with AT&T, walking in Walmart Spectrum employee stop me asking how much I pay for internet, told him $50/mth. Guy told me he can get me internet for $4.99 a month.. so I was interested, but I had just got AT&T. The guy said first bill would be $20 sum odd dollars, and then $4.99 a month, and everyone is eligible. So I called the number I was given and that representative said they should stop lying to customer to get them to go with Spectrum. She said you would have to be in a welfare program.. I’m ok with not paying 4.99 a month, but when I first bill came it was $65 dollars.. told the guy I would be ok if my bill just not over the $50 I was paying with AT&T. So far my first bill was $65. Very unprofessional to lie to a customer.",Lying Rep,"I was cool paying $50 for internet with AT&T, walking in Walmart Spectrum employee stop me asking how much I pay for internet, told him $50/mth. Guy told me he can get me internet for $4.99 a month.. so I was interested, but I had just got AT&T. The guy said first bill would be $20 sum odd dollars, and then $4.99 a month, and everyone is eligible. So I called the number I was given and that representative said they should stop lying to customer to get them to go with Spectrum. She said you would have to be in a welfare program.. I’m ok with not paying 4.99 a month, but when I first bill came it was $65 dollars.. told the guy I would be ok if my bill just not over the $50 I was paying with AT&T. So far my first bill was $65. Very unprofessional to lie to a customer.",1.0,US,11.14,2023-07-28T19:34:32,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838LttMuUgvmzZBgrsl6q9lJ4Q,en,
Eurosailornewyork,Customer service at its best - designed with customer torture in mind…,"Who sits behind this app, really? Torture or more torture. Designed to make you miserable. Nothing works…",Customer service at its best - designed with customer torture in mind…,"Who sits behind this app, really? Torture or more torture. Designed to make you miserable. Nothing works…",1.0,US,11.14,2023-07-28T01:57:20,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838LDf70z83EuCwePK3z2eVNPw,en,
Angela JR.,Easy Peasy,"The app makes it so easy to pay your bill, check equipment etc. I am very happy to have it!",Easy Peasy,"The app makes it so easy to pay your bill, check equipment etc. I am very happy to have it!",5.0,US,11.14,2023-07-28T01:01:36,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838L50u1Id6GEcuzyds-WLsbuA,en,
cece334040,Great Service,So far so good with setting up the service manually! I was not yet connected to the modem however the steps are easy and to the point and is what I love about Spectrum is the simplicity!,Great Service,So far so good with setting up the service manually! I was not yet connected to the modem however the steps are easy and to the point and is what I love about Spectrum is the simplicity!,5.0,US,11.14,2023-07-27T22:15:25,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838LBB4DFsuJxDaaSaSXLNcCZg,en,
Single lotus,Denise & Brittany,These two women did a great job with customer service and helped me resolve everything. Both women had lots of patience and were ready to help. Thanks,Denise & Brittany,These two women did a great job with customer service and helped me resolve everything. Both women had lots of patience and were ready to help. Thanks,5.0,US,11.14,2023-07-27T21:34:14,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838L7pdf23vLMxWpx1_QbpCuVA,en,
only we care,My review,I don’t like how I only got WiFi no cable and my internet is 70 that’s wild,My review,I don’t like how I only got WiFi no cable and my internet is 70 that’s wild,4.0,US,11.14,2023-07-27T20:38:20,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838LbXxSmwGk4RgQnlNCpocq3w,en;af,
amjice,No Apple Pay … really?,Making the customers enter their credit or debit card numbers into yet another server that can be hacked is neither convenient nor good customer service.,No Apple Pay … really?,Making the customers enter their credit or debit card numbers into yet another server that can be hacked is neither convenient nor good customer service.,1.0,US,11.14,2023-07-27T19:35:43,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838LAVXDln3g7QUkgPdKdFfabg,en,
lostinthsause,Switch Wi-Fi's,"This wifi goes down every month for like 5 hours, last time they went down for a whole day and a half  still want $55 for the OK connection 
The app is alright and help out but a wifi like this just isn't anywhere to the standards, every high reviews have to be bots or people forced to leave them",Switch Wi-Fi's,"This wifi goes down every month for like 5 hours, last time they went down for a whole day and a half  still want $55 for the OK connection 
The app is alright and help out but a wifi like this just isn't anywhere to the standards, every high reviews have to be bots or people forced to leave them",2.0,US,11.14,2023-07-27T19:19:17,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838LgqUP9gSp1kIfXfPrRbXKeA,en,
Babygurl62,Spectrum,I love this app,Spectrum,I love this app,5.0,US,11.14,2023-07-27T17:34:43,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838L-TP4YYdX-m5cjFBBA58rCQ,en;la,
Nervous in Florida,Very antiquated,Too bad fiber optics isn’t in the picture here. Copper lines are SO yesterday.,Very antiquated,Too bad fiber optics isn’t in the picture here. Copper lines are SO yesterday.,3.0,US,11.14,2023-07-27T16:54:48,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838LVAvfC8ZrjcU6bFFBqMfgZw,en;la,
Wyld Billy,The Best,"This app is the best, it saves me a trip to go anywhere to make payment. This app also let me know information that I need. I like this app to to the convenience it provides.",The Best,"This app is the best, it saves me a trip to go anywhere to make payment. This app also let me know information that I need. I like this app to to the convenience it provides.",5.0,US,11.14,2023-07-27T15:19:58,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838LCjB19IX6npQfspAA1bRhVg,en,
amazonhateee,Very frustrated!,"Why does when some else wifi go out it causes mine to have a outage . Nothing ever is wrong with my Wi-Fi ! And when it rains it always goes out . I swear I don’t dish , so I’m understanding why my Wi-Fi is going out every time the weather changes ! My Wi-Fi router is inside not outside . I don’t know who we need to get to upgrade and make this happen but it needs to happen ! I’m pretty sure me and 6  billion other people on the planet are tired of these interruptions ! We don’t pay our bills for this ! Thank u",Very frustrated!,"Why does when some else wifi go out it causes mine to have a outage . Nothing ever is wrong with my Wi-Fi ! And when it rains it always goes out . I swear I don’t dish , so I’m understanding why my Wi-Fi is going out every time the weather changes ! My Wi-Fi router is inside not outside . I don’t know who we need to get to upgrade and make this happen but it needs to happen ! I’m pretty sure me and 6  billion other people on the planet are tired of these interruptions ! We don’t pay our bills for this ! Thank u",1.0,US,11.14,2023-07-27T08:22:19,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838L7Se5Ncc5mlwwTJ4Z4vjn4w,en,
soniaban,New APP rocks!!,Easier to use! Love the colors so bold. No more calling to make payments.  Try it!!!,New APP rocks!!,Easier to use! Love the colors so bold. No more calling to make payments.  Try it!!!,5.0,US,11.14,2023-07-27T05:32:57,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838LKVN2CwCjrQ8OLl35mO6Ihg,en,
Ashhhhhhh98989,Doesn’t work.,The app hasn’t worked for me for 2-3 months. I have deleted the app and redownloaded it and nothing.,Doesn’t work.,The app hasn’t worked for me for 2-3 months. I have deleted the app and redownloaded it and nothing.,1.0,US,11.14,2023-07-26T22:11:59,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838Le33kRi3wtT-6hwuAjbFJJA,en,
EvanGsix,Customer service?,"Spectrum does not have customer service they just have sale reps that try to sell you stuff instead of fixing your problems, my problem was that they secretly increased my price by 20 dollars and constantly kept down throttling me. I pay for 500Mb internet but could only get about 125Mb on a good day. I figured out that the modem they sent me was not capable of 500mb speeds. So I felt ripped of and switch my provider, well I tried to switch but they wouldn’t let me cancel. I told customer service I did not want any promotion deals because I already have my new internet provider set up. “All I want is to cancel”, And they just kept trying to sell me crap and trying to convince me to cancel with my other provider. I’m an not exaggerating that it took me about an hour to cancel my account, and I talked to a total of 3 different people. I was getting frustrated at this point, during this ordeal I kept hearing the person I was on the phone with giggling like it was a joke and her chattering with people in the background. 
0/10 will never use again",Customer service?,"Spectrum does not have customer service they just have sale reps that try to sell you stuff instead of fixing your problems, my problem was that they secretly increased my price by 20 dollars and constantly kept down throttling me. I pay for 500Mb internet but could only get about 125Mb on a good day. I figured out that the modem they sent me was not capable of 500mb speeds. So I felt ripped of and switch my provider, well I tried to switch but they wouldn’t let me cancel. I told customer service I did not want any promotion deals because I already have my new internet provider set up. “All I want is to cancel”, And they just kept trying to sell me crap and trying to convince me to cancel with my other provider. I’m an not exaggerating that it took me about an hour to cancel my account, and I talked to a total of 3 different people. I was getting frustrated at this point, during this ordeal I kept hearing the person I was on the phone with giggling like it was a joke and her chattering with people in the background. 
0/10 will never use again",1.0,US,11.14,2023-07-26T22:08:58,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838LCgfMe7DE6LlXEo3g7GPtug,en,
glad you ask,Quick and so very EASY,This way the way to go,Quick and so very EASY,This way the way to go,5.0,US,11.14,2023-07-26T21:38:21,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838LefmrL9qjyTOWOfmf--Od-g,en,
Lacoonass83,App,App freezing a lot on iPhone so 3 stars. Adding phone and other stuff into one app was a horrible idea. Junk,App,App freezing a lot on iPhone so 3 stars. Adding phone and other stuff into one app was a horrible idea. Junk,3.0,US,11.14,2023-07-26T19:47:43,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838LFW1VD_LKtDxXJKqOCj4i4g,en,
great529,Wrong account,My app didn’t have the current account information and has caused me to miss a payment.,Wrong account,My app didn’t have the current account information and has caused me to miss a payment.,1.0,US,11.14,2023-07-26T18:55:08,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838LQEh5svpc53ynySQHPjN_5w,en,
RayGuo388,Spectrum APP is good however the sevice from store is a nightmare,"due to store's mistake, i am not getting the 1st line promotion, after 6times go to the store, issues not resolved. No one can help, no one takes responsibility on this, terrible!",Spectrum APP is good however the sevice from store is a nightmare,"due to store's mistake, i am not getting the 1st line promotion, after 6times go to the store, issues not resolved. No one can help, no one takes responsibility on this, terrible!",1.0,US,11.14,2023-07-26T18:19:42,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838Llc9Iaaqt568_Zhpf09xDtw,en,
Mr. Q Aleric,"Okay okay, No Complaints",The title says it all,"Okay okay, No Complaints",The title says it all,5.0,US,11.13.1,2023-07-26T06:18:09,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838Lm-1t0mBxW1rvZCT07ipkqQ,en,
bruh_eastcoastman,Makes Payments SO Easy,The easieat way to make your internet payments great app overall!!,Makes Payments SO Easy,The easieat way to make your internet payments great app overall!!,5.0,US,11.13.1,2023-07-26T04:45:14,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838LfY-Z-ltvUcCfaVFz1e0sHQ,en,
Concrete Strong,Great App,"I enjoy and appreciate my Spectrum App it makes paying my bill much easier and provides me with all the information I need to maintain my account with your services which I’m very happy with. 
Thank you 
Carlos Leiva",Great App,"I enjoy and appreciate my Spectrum App it makes paying my bill much easier and provides me with all the information I need to maintain my account with your services which I’m very happy with. 
Thank you 
Carlos Leiva",5.0,US,11.13.1,2023-07-25T20:47:30,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838LHcDChi_GTVjwUPqWyRaoiw,en,
BerryIvey,Health,I don't like my health monitored and I wasn't really aware of it until now.I know they are privacy laws however I wasn't even aware of my health being monitored.I would love for an iPhone to actually come with absolutely no apps.I think that would be safer for me.I would also like to no what who's the other device belonged to for the the health when I had to delete another device of of mine.My attorney does have pictures of my abusing ex boyfriend Jeremiah Killion when I turned on the notification on my iPhone 10 To show when sharing Home Screen.Nancy Burrnet is supposed to email it to an detective.Because I don't have good service and Spectrum pretty much says that it won't improve until they make Jeremiah killed stop what ever he's doing that's disturbing my service.I the detective also gets case notes from Apple.I am going to try to delete the spectrum app.along with others.,Health,I don't like my health monitored and I wasn't really aware of it until now.I know they are privacy laws however I wasn't even aware of my health being monitored.I would love for an iPhone to actually come with absolutely no apps.I think that would be safer for me.I would also like to no what who's the other device belonged to for the the health when I had to delete another device of of mine.My attorney does have pictures of my abusing ex boyfriend Jeremiah Killion when I turned on the notification on my iPhone 10 To show when sharing Home Screen.Nancy Burrnet is supposed to email it to an detective.Because I don't have good service and Spectrum pretty much says that it won't improve until they make Jeremiah killed stop what ever he's doing that's disturbing my service.I the detective also gets case notes from Apple.I am going to try to delete the spectrum app.along with others.,1.0,US,11.13.1,2023-07-25T20:20:20,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838LKd6pY6AJe4HJnVtTrwGQAQ,en,
tatt2bli,Rate,the app is good lots of no service,Rate,the app is good lots of no service,5.0,US,11.13.1,2023-07-25T17:22:29,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838LUfUcgSUEyO0PbNnMLM8bwA,en,
Riahqueen,Easy and Simple,I like how the app is easy and simple to get your bill paid.  Also easy to navigate and to know if your internet has an outage.,Easy and Simple,I like how the app is easy and simple to get your bill paid.  Also easy to navigate and to know if your internet has an outage.,5.0,US,11.13.1,2023-07-25T10:45:12,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838LE2mcDCXx9eavI55HutORGA,en,
saraaaaabuii,Review,"Everybody has more than accommodated me, and has been very welcoming and helpful. Any questions I’ve had they have helped me with an been very professional. I am very grateful. Thank you.",Review,"Everybody has more than accommodated me, and has been very welcoming and helpful. Any questions I’ve had they have helped me with an been very professional. I am very grateful. Thank you.",5.0,US,11.13.1,2023-07-25T00:26:19,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838LgKGM--8exQNS0dSA5nE1vg,en,
kigmfan,You rely on cell service,"What if you live in a place with really bad cellular data service? 
I’ll tell you: activation is painful.",You rely on cell service,"What if you live in a place with really bad cellular data service? 
I’ll tell you: activation is painful.",1.0,US,11.13.1,2023-07-24T22:23:46,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838Lebl0RX5FulrAFuJKU0joBw,en,
CarefulWorkout,Easy Support,"The app is helpful and easy to use. Initially, I had an issue with my modem and the app walked me through some quick and easy troubleshooting. Seems to be working great now. Thank you, Spectrum.",Easy Support,"The app is helpful and easy to use. Initially, I had an issue with my modem and the app walked me through some quick and easy troubleshooting. Seems to be working great now. Thank you, Spectrum.",4.0,US,11.13.1,2023-07-24T22:22:15,False,False,40423315838,40423315838,My Spectrum,942608209,apple,2,40423315838LOPwJOD7uTvxsPqjkWE2VGQ,en,
