,author_uri,author_name,updated,rating,version,review_id,title,content,link,vote_sum,content_type,vote_count
11,https://itunes.apple.com/us/reviews/id1426332655,igorhvac,2023-07-31T14:56:55-07:00,5,11.14.1,10204958509,The best mobile coverage,I switched from Verizon and it’s perfect,https://itunes.apple.com/us/review?id=942608209&type=Purple%20Software,0,Application,0
12,https://itunes.apple.com/us/reviews/id732455600,kphgyvchc,2023-07-31T13:57:19-07:00,5,11.14.1,10204817915,Had a issue here 30 mins later,The best,https://itunes.apple.com/us/review?id=942608209&type=Purple%20Software,0,Application,0
13,https://itunes.apple.com/us/reviews/id346423984,Headdurrrrrrr,2023-07-31T11:16:09-07:00,3,11.14.1,10204397543,Good,"Reliable, easy to navigate, always up to date",https://itunes.apple.com/us/review?id=942608209&type=Purple%20Software,0,Application,0
14,https://itunes.apple.com/us/reviews/id1256024918,Warrior1960,2023-07-31T11:10:24-07:00,1,11.14.1,10204381312,Used to be a good app and company,Unfortunately this year Charter/Spectrum has become a sad joke. I used it exclusively for internet services and it’s damned frustrating to only be able to login on my laptop a couple times per month at best. Service calls never get through and communications end up with me being on hold for hours. I’ve finally had it with such terrible customer service and support. 👎👎👎,https://itunes.apple.com/us/review?id=942608209&type=Purple%20Software,0,Application,0
15,https://itunes.apple.com/us/reviews/id275305300,Star_moser,2023-07-31T09:24:46-07:00,5,11.14.1,10204058744,Great service,The app works well and the service is great!,https://itunes.apple.com/us/review?id=942608209&type=Purple%20Software,0,Application,0
16,https://itunes.apple.com/us/reviews/id984813527,Troubleshooterusa,2023-07-30T23:39:22-07:00,5,11.14,10202253614,Awesome tools helpful,Amazing,https://itunes.apple.com/us/review?id=942608209&type=Purple%20Software,0,Application,0
17,https://itunes.apple.com/us/reviews/id645050472,Sampler’s,2023-07-30T23:02:37-07:00,1,11.14,10202161304,Spectrum Outage,We have had WIFI for well over 24hrs and it’s starting to get frustrating…😡,https://itunes.apple.com/us/review?id=942608209&type=Purple%20Software,0,Application,0
18,https://itunes.apple.com/us/reviews/id944430442,Leland House,2023-07-30T12:53:29-07:00,5,11.14,10200686556,Love it,I love this app super easy and convenient,https://itunes.apple.com/us/review?id=942608209&type=Purple%20Software,0,Application,0
19,https://itunes.apple.com/us/reviews/id14661350,Buffalowings702,2023-07-30T10:09:41-07:00,1,11.14,10200246939,Horrible company!,"I am a long time Spectrum customer who switched from DirecTV when their bills became outrageous. Spectrum is now worse, if that’s even possible! There is NO competition and these companies have no interest in keeping long time customers happy. They only care about new ones.",https://itunes.apple.com/us/review?id=942608209&type=Purple%20Software,0,Application,0
20,https://itunes.apple.com/us/reviews/id41280274,Tha best hands down..,2023-07-30T07:07:41-07:00,5,11.14,10199642563,Grateful for the savings,"In these times where everything is getting expensive and folks are finding it hard to do the things they could pre Covid . I am grateful for spectrum for giving us some savings and relief to still enjoy our lives and relax in our home and enjoy our shows and movies 
   Thank you for the opportunity to help us save a few coins",https://itunes.apple.com/us/review?id=942608209&type=Purple%20Software,0,Application,0
21,https://itunes.apple.com/us/reviews/id1135664207,"John Klopp- Greensboro, NC",2023-07-30T07:00:52-07:00,5,11.14,10199618313,Enjoy the quick service of the account updating,"I really enjoy when I pay my bill that the funds are withdrawn quickly, my account is updated quickly and I have the receipt in my email within seconds.

This is a great service that Duke Energy has implemented.",https://itunes.apple.com/us/review?id=942608209&type=Purple%20Software,0,Application,0
22,https://itunes.apple.com/us/reviews/id38505756,firemark,2023-07-29T22:16:33-07:00,2,11.14,10198167581,Worst ever new system setup,"I have owned SimpliSafe systems for many years and many properties.  I recently bought another property and ordered a new system.   This was the most frustrating installation setup process I’ve ever encountered.   

The last system I bought a little over two years ago was quite easy, plug in the base, turn on the keypad and the system and keypad walked you through the setup step by step for each device.

NOT NOW!  The ONLY way to set up your system is through their App.  Try to use the Keypad to add devices and it tells you to use hr App. What’s worse, the process is poorly designed and very slow to respond.  I started with entry sensors which normally are very uncomplicated devices.  You’re told to click to type of device in the App then press the small button on the device.  Of course you first have to get it out of the tiny box, unwrap it from the plastic, peel off the backing for the adhesive tape and mount it all before you touch that button.   Guess what happens when you accidentally touch the button multiple times during all this?   It starts adding the same sensor multiple times!  Somehow it also decides to make up device serial numbers that don’t correspond with anything you have.  Worse, there is no going Back in the App.  No navigation to the prior step.  Your only way to fix this is go to keypad, hit the Menu button, enter your master code then delete the erroneous or unnamed devices.   Remember I mentioned starting with Entry Sensors?  I had to stop and get the keypad activated before continuing just to fix this mess.

Of course this happened multiple times while unpacking and mounting the sensors.

On top of that, once I setup a Motion Sensor, mounted it and named it, the App shows it as “Unknown “ device in the Livingroom.

Guess where the only way to fix that exists?

No not the Keypad, Not the App on your phone, The regular Web Browser for SimpliSafe!  

What should have been a 30 minutes install process for 6 entry sensors and a motion sensor took over two hours.

Finally, when you get to the Monitoring service setup, your ONLY option is their highest priced level in a 30 day trial.  You can’t make any changes or selections even though you’re a current customer with multiple systems paying for monitoring!

Try calling Customer Service for technical support?  Stuck on hold over 15 minutes  with no indication anyone is actually working support on a Saturday afternoon.",https://itunes.apple.com/us/review?id=942608209&type=Purple%20Software,0,Application,0
23,https://itunes.apple.com/us/reviews/id136024847,Yolkywarrior,2023-07-29T21:33:45-07:00,2,11.14,10198056044,Not helpful,The app is basically worthless. Some of the nice things in it. I will say is that I can pay my bill from the app. Everything else is pretty much garbage,https://itunes.apple.com/us/review?id=942608209&type=Purple%20Software,0,Application,0
24,https://itunes.apple.com/us/reviews/id347091413,Mendezg24,2023-07-29T16:43:21-07:00,5,11.14,10197325593,Lo máximo,Muy buena su aplicación y el servicio excelente se recomienda 100%,https://itunes.apple.com/us/review?id=942608209&type=Purple%20Software,0,Application,0
25,https://itunes.apple.com/us/reviews/id1070569144,Natural livity,2023-07-29T14:00:48-07:00,5,11.14,10196967825,Billing,Very good easy to find your statement and make payment.,https://itunes.apple.com/us/review?id=942608209&type=Purple%20Software,0,Application,0
26,https://itunes.apple.com/us/reviews/id1410480058,Knothead1983,2023-07-29T12:02:44-07:00,5,11.14,10196682572,Awesome,Curtis came in and took care of everything! Told him what I’d like to happen and he had no problem running a new line and installing it. Gonna make my wife happy and daughters happy! Thank you,https://itunes.apple.com/us/review?id=942608209&type=Purple%20Software,0,Application,0
27,https://itunes.apple.com/us/reviews/id495565233,Marrouken,2023-07-29T11:16:23-07:00,2,11.14,10196557318,My Spectrum App,"The Billing tab remains blank, signed in to my account, even after deleting & reinstalling the app. The Chat With Us bubble works but the rest remains completely blank in the Billing tab. I have to go to the url website to make my payments.",https://itunes.apple.com/us/review?id=942608209&type=Purple%20Software,0,Application,0
28,https://itunes.apple.com/us/reviews/id436253343,just a girl trying to rise!,2023-07-29T11:07:47-07:00,1,11.14,10196532932,Billing section never loads,"This app is totally dysfunctional for its purposes. Never loads, can’t see any of my billing information.",https://itunes.apple.com/us/review?id=942608209&type=Purple%20Software,0,Application,0
29,https://itunes.apple.com/us/reviews/id1551981035,Miss E Phillips,2023-07-29T07:05:14-07:00,5,11.14,10195712519,Awesome experience,I have had the best experience with Spectrum! Hands down from ordering with Rob to my technician James everything has been top notched!,https://itunes.apple.com/us/review?id=942608209&type=Purple%20Software,0,Application,0
30,https://itunes.apple.com/us/reviews/id914162048,AZErnie,2023-07-29T06:34:51-07:00,5,11.14,10195597814,3 year customer,Service has only never been cut off even after being late on payment they are very flexible and understanding. Only lost service once in very bad weather.,https://itunes.apple.com/us/review?id=942608209&type=Purple%20Software,0,Application,0
31,https://itunes.apple.com/us/reviews/id499958749,Punkin 2016,2023-07-28T14:02:33-07:00,5,11.14,10192941535,Easy,Easy to use,https://itunes.apple.com/us/review?id=942608209&type=Purple%20Software,0,Application,0
32,https://itunes.apple.com/us/reviews/id841759263,santycongas,2023-07-28T13:00:58-07:00,5,11.14,10192793569,Hola,Gracias por el servicio,https://itunes.apple.com/us/review?id=942608209&type=Purple%20Software,0,Application,0
33,https://itunes.apple.com/us/reviews/id1227024076,102Aspen,2023-07-28T12:34:32-07:00,1,11.14,10192728607,Lying Rep,"I was cool paying $50 for internet with AT&T, walking in Walmart Spectrum employee stop me asking how much I pay for internet, told him $50/mth. Guy told me he can get me internet for $4.99 a month.. so I was interested, but I had just got AT&T. The guy said first bill would be $20 sum odd dollars, and then $4.99 a month, and everyone is eligible. So I called the number I was given and that representative said they should stop lying to customer to get them to go with Spectrum. She said you would have to be in a welfare program.. I’m ok with not paying 4.99 a month, but when I first bill came it was $65 dollars.. told the guy I would be ok if my bill just not over the $50 I was paying with AT&T. So far my first bill was $65. Very unprofessional to lie to a customer.",https://itunes.apple.com/us/review?id=942608209&type=Purple%20Software,0,Application,0
34,https://itunes.apple.com/us/reviews/id387986262,Eurosailornewyork,2023-07-27T18:57:20-07:00,1,11.14,10189845098,Customer service at its best - designed with customer torture in mind…,"Who sits behind this app, really? Torture or more torture. Designed to make you miserable. Nothing works…",https://itunes.apple.com/us/review?id=942608209&type=Purple%20Software,0,Application,0
35,https://itunes.apple.com/us/reviews/id40928396,Angela JR.,2023-07-27T18:01:36-07:00,5,11.14,10189708133,Easy Peasy,"The app makes it so easy to pay your bill, check equipment etc. I am very happy to have it!",https://itunes.apple.com/us/review?id=942608209&type=Purple%20Software,0,Application,0
36,https://itunes.apple.com/us/reviews/id198918738,cece334040,2023-07-27T15:15:25-07:00,5,11.14,10189317865,Great Service,So far so good with setting up the service manually! I was not yet connected to the modem however the steps are easy and to the point and is what I love about Spectrum is the simplicity!,https://itunes.apple.com/us/review?id=942608209&type=Purple%20Software,0,Application,0
37,https://itunes.apple.com/us/reviews/id1553553768,Single lotus,2023-07-27T14:34:14-07:00,5,11.14,10189225959,Denise & Brittany,These two women did a great job with customer service and helped me resolve everything. Both women had lots of patience and were ready to help. Thanks,https://itunes.apple.com/us/review?id=942608209&type=Purple%20Software,0,Application,0
38,https://itunes.apple.com/us/reviews/id593222311,only we care,2023-07-27T13:38:20-07:00,4,11.14,10189097167,My review,I don’t like how I only got WiFi no cable and my internet is 70 that’s wild,https://itunes.apple.com/us/review?id=942608209&type=Purple%20Software,0,Application,0
39,https://itunes.apple.com/us/reviews/id152046132,amjice,2023-07-27T12:35:43-07:00,1,11.14,10188944644,No Apple Pay … really?,Making the customers enter their credit or debit card numbers into yet another server that can be hacked is neither convenient nor good customer service.,https://itunes.apple.com/us/review?id=942608209&type=Purple%20Software,0,Application,0
40,https://itunes.apple.com/us/reviews/id1115089566,lostinthsause,2023-07-27T12:19:17-07:00,2,11.14,10188903601,Switch Wi-Fi's,"This wifi goes down every month for like 5 hours, last time they went down for a whole day and a half  still want $55 for the OK connection 

The app is alright and help out but a wifi like this just isn't anywhere to the standards, every high reviews have to be bots or people forced to leave them",https://itunes.apple.com/us/review?id=942608209&type=Purple%20Software,0,Application,0
41,https://itunes.apple.com/us/reviews/id1188563494,Babygurl62,2023-07-27T10:34:43-07:00,5,11.14,10188626253,Spectrum,I love this app,https://itunes.apple.com/us/review?id=942608209&type=Purple%20Software,0,Application,0
42,https://itunes.apple.com/us/reviews/id29568922,Nervous in Florida,2023-07-27T09:54:48-07:00,3,11.14,10188510729,Very antiquated,Too bad fiber optics isn’t in the picture here. Copper lines are SO yesterday.,https://itunes.apple.com/us/review?id=942608209&type=Purple%20Software,0,Application,0
43,https://itunes.apple.com/us/reviews/id1553465510,Wyld Billy,2023-07-27T08:19:58-07:00,5,11.14,10188211142,The Best,"This app is the best, it saves me a trip to go anywhere to make payment. This app also let me know information that I need. I like this app to to the convenience it provides.",https://itunes.apple.com/us/review?id=942608209&type=Purple%20Software,0,Application,0
44,https://itunes.apple.com/us/reviews/id1077671373,amazonhateee,2023-07-27T01:22:19-07:00,1,11.14,10186954398,Very frustrated!,"Why does when some else wifi go out it causes mine to have a outage . Nothing ever is wrong with my Wi-Fi ! And when it rains it always goes out . I swear I don’t dish , so I’m understanding why my Wi-Fi is going out every time the weather changes ! My Wi-Fi router is inside not outside . I don’t know who we need to get to upgrade and make this happen but it needs to happen ! I’m pretty sure me and 6  billion other people on the planet are tired of these interruptions ! We don’t pay our bills for this ! Thank u",https://itunes.apple.com/us/review?id=942608209&type=Purple%20Software,0,Application,0
45,https://itunes.apple.com/us/reviews/id1222145677,soniaban,2023-07-26T22:32:57-07:00,5,11.14,10186551177,New APP rocks!!,Easier to use! Love the colors so bold. No more calling to make payments.  Try it!!!,https://itunes.apple.com/us/review?id=942608209&type=Purple%20Software,0,Application,0
46,https://itunes.apple.com/us/reviews/id1419665937,Ashhhhhhh98989,2023-07-26T15:11:59-07:00,1,11.14,10185497551,Doesn’t work.,The app hasn’t worked for me for 2-3 months. I have deleted the app and redownloaded it and nothing.,https://itunes.apple.com/us/review?id=942608209&type=Purple%20Software,0,Application,0
47,https://itunes.apple.com/us/reviews/id1259598665,EvanGsix,2023-07-26T15:08:58-07:00,1,11.14,10185490713,Customer service?,"Spectrum does not have customer service they just have sale reps that try to sell you stuff instead of fixing your problems, my problem was that they secretly increased my price by 20 dollars and constantly kept down throttling me. I pay for 500Mb internet but could only get about 125Mb on a good day. I figured out that the modem they sent me was not capable of 500mb speeds. So I felt ripped of and switch my provider, well I tried to switch but they wouldn’t let me cancel. I told customer service I did not want any promotion deals because I already have my new internet provider set up. “All I want is to cancel”, And they just kept trying to sell me crap and trying to convince me to cancel with my other provider. I’m an not exaggerating that it took me about an hour to cancel my account, and I talked to a total of 3 different people. I was getting frustrated at this point, during this ordeal I kept hearing the person I was on the phone with giggling like it was a joke and her chattering with people in the background. 

0/10 will never use again",https://itunes.apple.com/us/review?id=942608209&type=Purple%20Software,0,Application,0
48,https://itunes.apple.com/us/reviews/id798540723,glad you ask,2023-07-26T14:38:21-07:00,5,11.14,10185421732,Quick and so very EASY,This way the way to go,https://itunes.apple.com/us/review?id=942608209&type=Purple%20Software,0,Application,0
49,https://itunes.apple.com/us/reviews/id1433061504,Lacoonass83,2023-07-26T12:47:43-07:00,3,11.14,10185161102,App,App freezing a lot on iPhone so 3 stars. Adding phone and other stuff into one app was a horrible idea. Junk,https://itunes.apple.com/us/review?id=942608209&type=Purple%20Software,0,Application,0
50,https://itunes.apple.com/us/reviews/id1201383380,great529,2023-07-26T11:55:08-07:00,1,11.14,10185028664,Wrong account,My app didn’t have the current account information and has caused me to miss a payment.,https://itunes.apple.com/us/review?id=942608209&type=Purple%20Software,0,Application,0
51,https://itunes.apple.com/us/reviews/id434379765,RayGuo388,2023-07-26T11:19:42-07:00,1,11.14,10184935637,Spectrum APP is good however the sevice from store is a nightmare,"due to store's mistake, i am not getting the 1st line promotion, after 6times go to the store, issues not resolved. No one can help, no one takes responsibility on this, terrible!",https://itunes.apple.com/us/review?id=942608209&type=Purple%20Software,0,Application,0
52,https://itunes.apple.com/us/reviews/id1552947400,Mr. Q Aleric,2023-07-25T23:18:09-07:00,5,11.13.1,10182868074,"Okay okay, No Complaints",The title says it all,https://itunes.apple.com/us/review?id=942608209&type=Purple%20Software,0,Application,0
53,https://itunes.apple.com/us/reviews/id493962074,bruh_eastcoastman,2023-07-25T21:45:14-07:00,5,11.13.1,10182653263,Makes Payments SO Easy,The easieat way to make your internet payments great app overall!!,https://itunes.apple.com/us/review?id=942608209&type=Purple%20Software,0,Application,0
54,https://itunes.apple.com/us/reviews/id1039462334,Concrete Strong,2023-07-25T13:47:30-07:00,5,11.13.1,10181533251,Great App,"I enjoy and appreciate my Spectrum App it makes paying my bill much easier and provides me with all the information I need to maintain my account with your services which I’m very happy with. 

Thank you 

Carlos Leiva",https://itunes.apple.com/us/review?id=942608209&type=Purple%20Software,0,Application,0
55,https://itunes.apple.com/us/reviews/id1552819419,BerryIvey,2023-07-25T13:20:20-07:00,1,11.13.1,10181468719,Health,I don't like my health monitored and I wasn't really aware of it until now.I know they are privacy laws however I wasn't even aware of my health being monitored.I would love for an iPhone to actually come with absolutely no apps.I think that would be safer for me.I would also like to no what who's the other device belonged to for the the health when I had to delete another device of of mine.My attorney does have pictures of my abusing ex boyfriend Jeremiah Killion when I turned on the notification on my iPhone 10 To show when sharing Home Screen.Nancy Burrnet is supposed to email it to an detective.Because I don't have good service and Spectrum pretty much says that it won't improve until they make Jeremiah killed stop what ever he's doing that's disturbing my service.I the detective also gets case notes from Apple.I am going to try to delete the spectrum app.along with others.,https://itunes.apple.com/us/review?id=942608209&type=Purple%20Software,0,Application,0
56,https://itunes.apple.com/us/reviews/id162678167,tatt2bli,2023-07-25T10:22:29-07:00,5,11.13.1,10181005188,Rate,the app is good lots of no service,https://itunes.apple.com/us/review?id=942608209&type=Purple%20Software,0,Application,0
57,https://itunes.apple.com/us/reviews/id571637532,Riahqueen,2023-07-25T03:45:12-07:00,5,11.13.1,10179758145,Easy and Simple,I like how the app is easy and simple to get your bill paid.  Also easy to navigate and to know if your internet has an outage.,https://itunes.apple.com/us/review?id=942608209&type=Purple%20Software,0,Application,0
58,https://itunes.apple.com/us/reviews/id289043260,saraaaaabuii,2023-07-24T17:26:19-07:00,5,11.13.1,10178273329,Review,"Everybody has more than accommodated me, and has been very welcoming and helpful. Any questions I’ve had they have helped me with an been very professional. I am very grateful. Thank you.",https://itunes.apple.com/us/review?id=942608209&type=Purple%20Software,0,Application,0
59,https://itunes.apple.com/us/reviews/id541458705,kigmfan,2023-07-24T15:23:46-07:00,1,11.13.1,10178000856,You rely on cell service,"What if you live in a place with really bad cellular data service? 

I’ll tell you: activation is painful.",https://itunes.apple.com/us/review?id=942608209&type=Purple%20Software,0,Application,0
60,https://itunes.apple.com/us/reviews/id399597926,CarefulWorkout,2023-07-24T15:22:15-07:00,4,11.13.1,10177997599,Easy Support,"The app is helpful and easy to use. Initially, I had an issue with my modem and the app walked me through some quick and easy troubleshooting. Seems to be working great now. Thank you, Spectrum.",https://itunes.apple.com/us/review?id=942608209&type=Purple%20Software,0,Application,0
61,https://itunes.apple.com/us/reviews/id1387791106,bonqueetea,2023-07-24T10:43:22-07:00,5,11.13.1,10177309095,The app is convenient,"It’s straight forward and tells you when service is down. They also inform you of some deals. When I started using this I had $100 internet, but they downed my bill to be $64.  Only to be more affordable. They offered it to me.",https://itunes.apple.com/us/review?id=942608209&type=Purple%20Software,0,Application,0
62,https://itunes.apple.com/us/reviews/id43773285,Goldie4653,2023-07-24T09:00:51-07:00,1,11.13.1,10177002633,App is trash,Laggy unresponsive mess.  Makes it so hard to pay a bill.,https://itunes.apple.com/us/review?id=942608209&type=Purple%20Software,0,Application,0
63,https://itunes.apple.com/us/reviews/id978865114,snapchat is S.P.E.D,2023-07-23T22:08:53-07:00,1,11.13.1,10175229106,Terrible.,"I have been using spectrum for about a year or two now, and I’ve never been impressed with how terrible the service is. The app is next to useless, meaning it’s impossible to use. Everything glitches and at least once a week I am having major issues just using the Wi-Fi. Haven’t messed with the router or the modem, they stay in the same spot. Yet somehow even after going untouched there’s always something wrong with it. I pay $95 a month for possibly the worse internet service possible. Spectrum needs to up their game cause this is not the move what do ever. 1 more wifi shot off away from losing a customer. Fix your app and fix your service. The only reason I’m even giving spectrum a star is purely because I I can’t right the review without doing so. Half of a star is more than generous. That is all.",https://itunes.apple.com/us/review?id=942608209&type=Purple%20Software,0,Application,0
64,https://itunes.apple.com/us/reviews/id640791642,Xtinatimez,2023-07-23T20:09:44-07:00,1,11.13.1,10174959359,Kids phishing my phone line,Horrible teaching Kim Blair/Marks,https://itunes.apple.com/us/review?id=942608209&type=Purple%20Software,0,Application,0
65,https://itunes.apple.com/us/reviews/id599485820,flanny330,2023-07-23T15:53:18-07:00,5,11.13.1,10174371281,Reliability & Easy to use,"This app is phenomenal.  It has everything you need to be able to manage your account, make changes, as well as even addd services and see what your bill will be.  Tremendous job by the creators of this app who continue to make sure Spectrum stays a fortune 50 company.",https://itunes.apple.com/us/review?id=942608209&type=Purple%20Software,0,Application,0
66,https://itunes.apple.com/us/reviews/id1552123907,Fadwa23@,2023-07-23T15:05:39-07:00,5,11.13.1,10174270469,I like it!,It’s jut an amazing apps. Easy to get urs payment done on time and a lots more. Thanks Spectrum!,https://itunes.apple.com/us/review?id=942608209&type=Purple%20Software,0,Application,0
67,https://itunes.apple.com/us/reviews/id995239526,mary272727,2023-07-23T10:38:07-07:00,3,11.13.1,10173625092,Mobile,"Phone mobile data is ridiculously slow, I know I have a plan that’s cheap but there is no way it should take 10 mins to load I turn my phone off turn the cellular off and it is slow as a snail, no way it should be this way.",https://itunes.apple.com/us/review?id=942608209&type=Purple%20Software,0,Application,0
68,https://itunes.apple.com/us/reviews/id734479678,mrglovebox,2023-07-23T10:03:41-07:00,2,11.13.1,10173528158,Disappointed,"i have had different providers and by far spectrum is the worst each day there is a new problem continually buffering no connection freezing power outages, this is the worst.",https://itunes.apple.com/us/review?id=942608209&type=Purple%20Software,0,Application,0
69,https://itunes.apple.com/us/reviews/id1358342545,Court103116,2023-07-23T08:47:07-07:00,5,11.13.1,10173297253,Spectrum,It’s getting better. Don’t let other people’s reviews make an impact on yours. They work with you an help when they can,https://itunes.apple.com/us/review?id=942608209&type=Purple%20Software,0,Application,0
70,https://itunes.apple.com/us/reviews/id448892360,Slarvey,2023-07-23T06:14:54-07:00,1,11.13.1,10172801801,Won’t Open,App won’t open just use your browser. App is awful and ONLY works on Wi-Fi,https://itunes.apple.com/us/review?id=942608209&type=Purple%20Software,0,Application,0
71,https://itunes.apple.com/us/reviews/id584848606,Short on service,2023-07-22T17:50:18-07:00,2,11.13.1,10170957364,Spectrum ok,Works great when it works about 1/3rd of the time we have no service,https://itunes.apple.com/us/review?id=942608209&type=Purple%20Software,0,Application,0
72,https://itunes.apple.com/us/reviews/id34419657,.: LoveFire :.,2023-07-22T17:20:56-07:00,3,11.13.1,10170890196,Bugs bugs and missing features,"Hello, 

i have some things that really need to be addressed with the app. I hope a fix can come soon. 

(1) When you managing devices and viewing your device list, there is ablity to create a pause schedule. but there is NO ability to remove a pause schedule!! please add this ability its common sense to have a remove feature if you have a add feature. 

(2) addtionally with pause schedules, please add the ability to create more then one schedule for any one device

(3) add a feature that allows you to create a notification when a specific device is being used. (connected doesnt mean its being used by a person, so this would have to be based on the amount of network activity the device is having. 

These are great features and tool to have. i hope to see them soon. the family desperate needs them, thanks you :)",https://itunes.apple.com/us/review?id=942608209&type=Purple%20Software,0,Application,0
73,https://itunes.apple.com/us/reviews/id103381771,Nehekoharipa,2023-07-22T16:43:32-07:00,1,11.13.1,10170805926,App won’t respond.,"I downloaded the app, signed in successfully, and got the page telling me all of the things I can do. The “close” button doesn’t work, however, so I cannot get past the opening page, and the app is pretty much useless to me.",https://itunes.apple.com/us/review?id=942608209&type=Purple%20Software,0,Application,0
74,https://itunes.apple.com/us/reviews/id935445135,🖕🏻You Tube,2023-07-22T15:21:33-07:00,1,11.13.1,10170627311,Bad app,"I cannot access my new account after moving. I can't change my account number or username or new adress . All I can do is access my old account number and address. It won't let me change my password or username. It keeps going back to the same old page telling me ""You already have a username "" Even after entering my account number and safety number. The website is the same way . I am not able to access my account because of a bug in the software",https://itunes.apple.com/us/review?id=942608209&type=Purple%20Software,0,Application,0
75,https://itunes.apple.com/us/reviews/id238720512,Wendy in Wisconsin,2023-07-22T12:00:13-07:00,1,11.13.1,10170166227,Clueless customer service,"I’ve been trying to get help for two weeks.  Billing , technical support,
Customer service.  All are separate services and they just keep passing you on to another service and you have to explain over and over again.  If while you are talking to them and the call drops they can’t call out to call you back.  Then you try to call back to finish the conversation and you can’t talk to the person you were talking to.  Guess what?  You have to start all over again with a new person.  I bet if they look at the notes they took down while talking to me they’ll see I was passed on to 6-9 people .  Spectrum is great for Internet but are clueless to think they can run a successful mobile company!  I need to get this straightened out so I have a phone that actually can work.  One representative told me today that they began mobile service in 2018.  That’s 5 years ago.  Give it up spectrum because we spread the word and you’re losing all of us.",https://itunes.apple.com/us/review?id=942608209&type=Purple%20Software,0,Application,0
